register_id,variable_name,description_dk,start_year,end_year,variable_times_url,variable_hkd_url
IND,ASKPLI,Anden arbejdsmarkedsbidragsfri a-skattepligtig indkomst,2002,2018,NA,NA
IND,ATPABES,"Indbetalinger til ATP på A-satsen i forbindelse med et ansættelsesforhold, både arbejdstager og arbejdsgivers bidrag (AKM)",1997,2018,NA,NA
IND,ATPBBES,ATP-bidrag på B-satsen i forbindelse med et ansættelsesforhold (AKM),1997,2018,NA,NA
IND,ATPCBES,ATP-bidrag på C-satsen i forbindelse med et ansættelsesforhold (AKM),1997,2018,NA,NA
IND,ATPDBES,ATP-bidrag på D-satsen i forbindelse med et ansættelsesforhold( fra 2009) (AKM),2006,2018,NA,NA
IND,ATPEBES,ATP-bidrag på E-satsen i forbindelse med et ansættelsesforhold(fra 2010) (AKM),2010,2018,NA,NA
IND,ATPFBES,ATP-bidrag på F-satsen i forbindelse med et ansættelsesforhold(fra 2011) (AKM),2011,2018,NA,NA
IND,ATPSAML,Samlet ATP-bidrag i året,1997,2018,NA,NA
IND,BANKAKT,Indestående i pengeinstitut pr. 31. 12,1995,2018,NA,NA
IND,BANKGAELD,Gæld til pengeinstitutter mv. pr. 31. 12,1987,2018,NA,NA
IND,BARNEP,Dagpenge udbetalt af a-kasse ved orlov til børnepasning,1994,2013,NA,NA
IND,BDAGP,Syge- og barselsdagpenge udbetalt af kommunerne til selvstændige,1980,2018,NA,NA
IND,BEFORDR,Det selvangivne beløb vedr. befordring (fradrag i skattepligtig indkomst),1984,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/befordr,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/BEFORDR
IND,BESKST,Beskæftigelsesstatus 1980 til 2001 (Indkomst/AKM),1980,2001,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/BESKST,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/BESKST
IND,BESKST02,Beskæftigelsesstatus fra 2002 (Indkomst/AKM),2002,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/BESKST02,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/BESKST02
IND,BESKST13,Kode for personens væsentligste indkomst-kilde (INDKOMST/AKM),1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/BESKST13,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/BESKST13
IND,BOSBOERN,Boligstøtte og børnetilskud,2002,2018,NA,NA
IND,BRUTTO,Skattepligtig bruttoindkomst før fradrag i kr. ( 1980 -2013),1980,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/forebyggelsesregistret/brutto,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/BRUTTO
IND,BUNSKA,Beregnet bundskat til staten,1994,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/bunska,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/BUNSKA
IND,CORFRYNS,Skattemæssig værdi af frynsegoder i forbindelse med beskæftigelse,1993,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/corfryns,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/CORFRYNS
IND,CORLOEN,Kontant løn fra indberetninger til skats oplysningsseddelregister/e-indkomstregister,2002,2018,NA,NA
IND,CPRTJEK,CPR-tjek,1980,2018,NA,NA
IND,CPRTYPE,CPR-type,1980,2018,NA,NA
IND,DAGPENGE_KONTANT_13,Dagpenge og kontanthjælp mv. ialt,1980,2018,NA,NA
IND,DAKTIE,Udbytte samt gevinst/tab på danske aktier og visse aktiebaserede investeringsforeningsbeviser,2002,2018,NA,NA
IND,DELPENS,Delpension,1988,2005,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/delpens,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/DELPENS
IND,DISPON_13,Indkomst efter skat og renter tillagt beregnet lejeværdi af egen bolig.,1980,2018,NA,NA
IND,DISPON_NY,"Indkomst efter skat og renter (samlet indkomst fratrukket renteudgifter, skat m.m.)",1980,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/dispon-ny,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/DISPON-NY
IND,DSPSUM,Særligt pensionsbidrag,1998,2008,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/dspsum,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/DSPSUM
IND,EFTLEVHJ,Efterlevelseshjælp,2000,2018,NA,NA
IND,EFTLOEN,Efterløn ( fra 2009 ink.l fleksydelse),1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/eftloen,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/EFTLOEN
IND,EJD_SKAT_EJER_BOLIG,Ejendomsskat(grundskyld) for boligejere,2010,2018,NA,NA
IND,EJD_SKAT_LEJER_BOLIG,Ejendomsskat(grundskyld) for lejere,2010,2018,NA,NA
IND,EJENDOMSVURDERING,Kontant ejendomsværdi af ejendomme i Danmark ejet pr. 31. 12,1994,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/ejendomsvurdering,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/EJENDOMSVURDERING
IND,EJVSKAT,Ejendomsværdiskat,2000,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/ejvskat,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/EJVSKAT
IND,ERHVERVSINDK,"Erhvervsindkomst, løn og nettooverskud af selvstændig virksomhed inkl. visse honorarer",1994,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/erhvervsindk,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/ERHVERVSINDK
IND,ERHVERVSINDK_13,"Erhvervsindkomst, løn og nettooverskud af selvstændig virksomhed inkl. visse honorarer",1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/erhvervsindk-13,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/ERHVERVSINDK-13
IND,ERHVERVSINDK_GL,"Erhvervsindkomst, løn og nettooverskud af selvstændig virksomhed",1980,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/erhvervsindk-gl,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/ERHVERVSINDK-GL
IND,ETABHUI,Indskud på etableringskonto,1984,2018,NA,NA
IND,FAGFKDB,Fagforeningskontingent i kr.- det beløb der kan fratrækkes på selvangivelsen,1993,2018,NA,NA
IND,FERIE_DAGPENGE,Dagpenge udbetalt af a_kasse til medlemmer på ferie,2009,2018,NA,NA
IND,FLEXLON_TILSKUD,Tilskud til flexløn,2013,2018,NA,NA
IND,FLEXYD,Fleksydelse,2010,2018,NA,NA
IND,FOLKEFORTID_13,Folke- og førtidspension mv.,1980,2018,NA,NA
IND,FORM,"Skattemæssigt beregnet værdi af nettoformuen ultimo året, ekskl. pensionsformuer",1980,1997,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/form,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/FORM
IND,FORMREST_NY05,"Nettorestformue ultimo året, ekskl. pensionsformuer",1997,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/formrest-ny05,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/FORMREST-NY05
IND,FORMUEINDK_BRUTTO,"Renteindtægter og realiserede tab/gevinster på værdipapirer, ekskl. indkomst fra selvstændig virksomhed samt ekskl. beregnet lejeværdi af egen bolig",1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/formueindk-brutto,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/FORMUEINDK-BRUTTO
IND,FORMUEINDK_NY,Samlede formueindkomster inkl. beregnet lejeværdi af egen bolig,1980,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/formueindk-ny,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/FORMUEINDK-NY
IND,FOSFUFRD,Pensionsbidrag privattegnet ordning med løbende udbetaling/ ratepension ( fradragsberttiget del),1980,2018,NA,NA
IND,FRADRAG,Samlet beregnet fradrag i skattepligtig indkomst,1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/fradrag,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/FRADRAG
IND,FRADRAGBES,Beskæftigelsesfradrag,2007,2018,NA,NA
IND,FRDUDL,Skattemæssige fradrag for lempelsesberettigede indkomster fra udlandet,2002,2018,NA,NA
IND,FRIOFBEF,Markering for frikort til offentlig befordring,1996,2018,NA,NA
IND,GAELD_TIL_OFF,Gæld til skat,2013,2018,NA,NA
IND,GEVAFKAP,"Genvundne afskrivninger, kapitalindkomst. Fortjeneste/tab ved ophør af visse skibsprojekter, fortjeneste ved ophør af anden anpartsvirksomhed",1996,2018,NA,NA
IND,GRON_CHECK,"Grøn check, kompensation for grønne afgifter",2010,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/gron-check,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/GRON-CHECK
IND,HAEDGAVS,"Hædersgaver m.v. hvoraf arbejdsmarkedsbidrag ikke skal betales, og hvor der ikke er indeholdt foreløbig skat",1996,2018,NA,NA
IND,HONNY,"Honoraraflønning, arbejdsmarkedsbidragspligtig",1994,2018,NA,NA
IND,INDBEEFT,Indbetaling til efterløn (efterlønsbidrag),1999,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/indbeeft,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/INDBEEFT
IND,INDESTPI,"Indestående i pengeinstitutter mv., kursværdi af obligationer og pantebreve i depot pr. 31. december",1983,2018,NA,NA
IND,INDSKIB,"Nettoindkomst ved skibsanparter, inkl. vindmøller omfattet af anpartsreglerne",1986,2018,NA,NA
IND,INTGRAYD,Integrationsydelse til flygtninge-kontanthjælp til udlændinge,1999,2018,NA,NA
IND,INVUDL,"Udlodning fra investeringsforening, hvor der er indeholdt udbytteskat",1991,2018,NA,NA
IND,JUBJUB,Jubilæumsgratiale og fratrædelsesgodtgørelse ekskl. pension,2002,2018,NA,NA
IND,KAPINDKP,Skattemæssig kapitalindkomst beregnet af Skat,1987,2018,NA,NA
IND,KAPITIALT,Samlet kapitalindkomst ekskl. aktieindkomster,2002,2018,NA,NA
IND,KAPITPRIV,Samlet kapitalindkomst ekskl. aktieindkomster og ekskl. kapitalindkomst fra virksomhed,2002,2018,NA,NA
IND,KAPITVIRK,Samlet kapitalindkomst fra virksomhed,2002,2018,NA,NA
IND,KAPPENS,Skattemæssigt fradrag i personlig indkomst vedr. privattegnet kapitalpension og kapitalforsikring,1987,2013,NA,NA
IND,KAPVAERS,Reservefondsudlodninger fra kreditforeninger samt kapitalværdistigninger af pensionsordninger af typen kapitalforsikring,1993,2018,NA,NA
IND,KHFLYGT,Aktiveringsydelse- kontanthjælpsmodtagere,1994,2018,NA,NA
IND,KISKAT,Kirkeskat for medlemmer af folkekirken,1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/kiskat,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/KISKAT
IND,KMSKAT,Kommuneskat,1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/kmskat,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/KMSKAT
IND,KOEJD,Kontant værdi af ejendomme i Danmark ejet pr. 31. 12,1983,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/koejd,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/KOEJD
IND,KOM_RES_FORLOB,"Kommunalt ressource forløb, ressourceforløbsydelse",2013,2018,NA,NA
IND,KONTANTHJ_13,Kontanthjælp (underhold/forsørgelse),1994,2018,NA,NA
IND,KONTHJ,Skattepligtig kontanthjælp (underhold/forsørgelse),1994,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/konthj,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/KONTHJ
IND,KONTSKFRI,Skattetfri kontanthjælp,2002,2018,NA,NA
IND,KONT_GL,Kontanthjælpsydelser 1980 - 1993,1980,1993,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/kont-gl,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/KONT-GL
IND,KORSTOETT,Boligsikring og boligydelse,1984,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/korstoett,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/KORSTOETT
IND,KORYDIAL,Udbetalte børnetilskud og familieydelser efter opregning til hele kalenderåret,1984,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/korydial,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/KORYDIAL
IND,KURSAKT,Kursværdi af danske aktier og investeringsforeningsbeviser i depot pr. 31. december,1984,2018,NA,NA
IND,KURSUSG,Godtgørelse for kursus og kørsel i forbindelse med arbejdsmarkedsuddannelse og enkeltfag,1994,2018,NA,NA
IND,LEDIGHEDSYDELSE,Ydelse udbetalt til ledige personer visiteret til flexjob samt enkelte andre ydelser.,2005,2018,NA,NA
IND,LEJEV_EGEN_BOLIG,Beregnet lejeværdi af egen bolig,1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/lejev-egen-bolig,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/LEJEV-EGEN-BOLIG
IND,LEJINDT,Den skattepligtige nettolejeindtægt ved udleje af helårsbolig en del af året samt sommerhus- og værelsesudlejning.,1993,2018,NA,NA
IND,LIGNFRDP,Ligningsmæssige fradrag,1987,2018,NA,NA
IND,LOENMIO,Øvrige lønmodtagerudgifter,1984,2018,NA,NA
IND,LOENMV,Lønindkomst i alt,1980,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/loenmv,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/LOENMV
IND,LOENMV_13,Lønindkomst i alt,1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/loenmv-13,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/LOENMV-13
IND,LOENSKPL,"Skattepligtig lønindkomst inkl. værdi af frynsegoder, og inkl. skattepligtig løn fra udlandet.",2002,2018,NA,NA
IND,MLLSKA,Beregnet mellemskat til staten,1994,2009,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/mllska,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/MLLSKA
IND,NETOVSKUD,"Nettooverskud af selvstændig virksomhed inkl. visse honorarer, før kapitalindtægter og udgifter",1994,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/netovskud,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/NETOVSKUD
IND,NETOVSKUD_13,Nettooverskud af selvstændig virksomhed efter kapitalindtægter og udgifter,1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/netovskud-13,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/NETOVSKUD-13
IND,NETOVSKUD_GL,"Nettooverskud af selvstændig virksomhed, før kapitalindtægter og udgifter",1980,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/netovskud-gl,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/NETOVSKUD-GL
IND,NYSTGR,Stillingsgruppering 1980 til 1995 (AKM),1980,1995,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/NYSTGR,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personers-tilknytning-til-arbejdsmarkedet-set-over-hele-aaret--AKM-/NYSTGR
IND,OBLAKT,Kursværdi af obligationer i depot (aktiver) pr. 31. 12,1995,2018,NA,NA
IND,OBLGAELD,Kursværdi af obligationsgæld pr. 31. 12,1995,2018,NA,NA
IND,OFFPENS,Folke- og førtidspension,1980,2018,NA,NA
IND,OFFPENS_EFTERLON_13,"førtids- og folkepenion, varmehjælp, efterløn og fleksydelse.",1980,2018,NA,NA
IND,OFF_OVERFORSEL_13,Offentlige overførsler,1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/off-overforsel-13,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/OFF-OVERFORSEL-13
IND,OMFANG,Omfang af skattepligt,1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/Personindkomst/OMFANG,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/OMFANG
IND,OMFSKPL,Kode der angiver skattepligtens omfang,1980,2001,NA,NA
IND,OVERFORSINDK,"Overførselsindkomster inkl. udbetalinger fra pensionskasser, ratepension mv.",1980,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/overforsindk,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/OVERFORSINDK
IND,OVERG,Overgangsydelse,1994,2006,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/overg,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/OVERG
IND,OVRIG_DAGPENGE_AKAS_13,"Alle udbetalinger fra A-kasser bortset fra efterløn/overgangsydelse, arbejdsløshedsunderstøttelse og dagpenge under kursus/uddannelse",1980,2018,NA,NA
IND,OVRIG_KONTANTHJALP_13,"Aktiverings, ledighed- og revalideringsydelse mv.",1983,2018,NA,NA
IND,OVRIG_OVERFORSEL_13,"Andre overførsler. SU, boligstøtte, grøn check og børnetilskud.",1983,2018,NA,NA
IND,OVSKEJD,Beregnet lejeværdi af egen bolig (beregnet af SKAT),1980,1999,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/ovskejd,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/OVSKEJD
IND,OVSKEJD02_NY,Beregnet lejeværdi af egen bolig,1984,2006,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/ovskejd02-ny,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/OVSKEJD02-NY
IND,OVSKEJD07,Beregnet lejeværdi af egen bolig,2007,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/ovskejd07,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/OVSKEJD07
IND,PANTAKT,Kursværdi af pantebreve i depot (aktiver) pr. 31. 12.,1995,2018,NA,NA
IND,PANTGAELD,Pantebrevsgæld pr. 31. 12,1987,2018,NA,NA
IND,PASBOERN,"Andre ydelser fra kommuner end kontanthjælp, aktivering, revalidering, introduktionsydelse og efterlevelseshjælp",1994,2004,NA,NA
IND,PENBPA,Arbejdsmarkedsbidragspligtige pensionsudbetalinger,1994,2018,NA,NA
IND,PENBPB,Pensionsudbetalinger fra tidligere arbejdsgivere ikke arbejdsmarkedsbidragspligtig,1994,2018,NA,NA
IND,PENSBLB2,Pension udbetalt af forsikringsselskab eller pengeinstitut,1990,2018,NA,NA
IND,PENSBLB7,Pension fra pensionskasse,1991,2018,NA,NA
IND,PERINDKIALT,Personindkomst i alt ekskl. beregnet lejeværdi af egen bolig og før fradrag af renteudgifter,1980,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/perindkialt,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/PERINDKIALT
IND,PERINDKIALT_13,Personindkomst i alt ekskl. beregnet lejeværdi af egen bolig og før fradrag af renteudgifter,1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/perindkialt-13,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/PERINDKIALT-13
IND,PERINDKP,Skattemæssig personlig indkomst beregnet af Skat,1987,2018,NA,NA
IND,PEROEVRIGFORMUE,"Aktieindkomst, overskud/underskud af skibsanparter, lejeindtægt sommerhus mv.",1980,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/peroevrigformue,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/PEROEVRIGFORMUE
IND,PEROEVRIGFORMUE_13,"Aktieindkomst, overskud/underskud af skibsanparter, lejeindtægt sommerhus mv. ekskl.formueindkomsti virksomhed",1980,2018,NA,NA
IND,PERSAMLINKNETRENT_NY,Samlede indkomster inkl. beregnet lejeværdi fratrukket fradragsberettige renteudgifter ved skatteligningen,1980,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/persamlinknetrent-ny,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/PERSAMLINKNETRENT-NY
IND,PERSONINDK,"Personindkomst i alt uden formueindkomst, og før fradrag af arbejdsmarkedsbidrag og særlig pensionsbidrag.",1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/personindk,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/PERSONINDK
IND,PFRDKM,"Personfradrag til kommune, amt/sundhedsbidrag og kirke, som skatteyderen er berettiget til",1983,2018,NA,NA
IND,PFRDST,"Personfradrag, staten yder skatteyderen ved beregning af statsskat",1980,2018,NA,NA
IND,PNR,Personnummer,1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/Forskningsservice/PNR,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Folketal/PNR
IND,PRE_SOCIO,Socioøkonomisk klassifikation (Indkomst/AKM),1980,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/pre-socio,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/PRE-SOCIO
IND,PRIVAT_PENSION_13,Udbetalte private pensioner.,1991,2018,NA,NA
IND,QAKTIE,Værdi af aktieoptionsaflønnning,2002,2018,NA,NA
IND,QAKTIVF,Samlede aktiver ultimo året ekskl. pensionsformuer,1980,2005,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/qaktivf,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/QAKTIVF
IND,QAKTIVF_NY05,"Aktiver ultimo året, ekskl. pensionsformuer",1995,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/qaktivf-ny05,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/QAKTIVF-NY05
IND,QAKTSKA,"Skat af de aktieindkomster,der indberettes til skat.",1994,2018,NA,NA
IND,QANDEN,Honorarer hvoraf der ikke skal betales arbejdsmarkedsbidrag og foreløbig skat (A-skat) men er skattepligtigt,2002,2018,NA,NA
IND,QANDPENS,Udbetalinger fra arbejdsmarkedspensioner( ekskl.tjenestemandspensioner) og private pensioner,1991,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/qandpens,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/QANDPENS
IND,QARBLOS,Udbetalinger fra arbejdsløshedskasser af arbejdsløshedsdagpenge og lign.,2002,2018,NA,NA
IND,QBISTYD,"Kontanthjælps-, aktiverings-, revaliderings, integrations-, og ledighedsydelse",1994,2018,NA,NA
IND,QBISTYD2,"Skattepligtig kontanthjælps-, aktiverings- og revalideringsydelser",1994,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/qbistyd2,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/QBISTYD2
IND,QEFTLON,"Efterløn, overgangsydelse og(fra2008 flexydelse)",1980,2018,NA,NA
IND,QHVIRKSK,Foreløbig betalt skat af beløb hævet i virksomhedsordningerne,1988,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/qhvirksk,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/QHVIRKSK
IND,QIVARK,Ydelse udbetalt af a-kasser til iværksættere,1988,2001,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/qivark,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/QIVARK
IND,QMIDYD,"Midlertidige overførselsindkomster (kontanthjælpsydelser, dagpenge inkl. orlovsydelser)",1980,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/qmidyd,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/QMIDYD
IND,QORLOV,Dagpengevedorlovtil børnepasning og sabbat,2002,2003,NA,NA
IND,QORLOV2,"Dagpenge udbetalt af a-kasse ved orlov til børnepasning, uddannelse og sabbat",1994,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/qorlov2,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/QORLOV2
IND,QPASSIV,Skattemæssigt beregnet værdi af passiver ultimo året,1980,1996,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/qpassiv,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/QPASSIV
IND,QPASSIVN,Passiver ultimo året,1995,2018,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/qpassivn,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/QPASSIVN
IND,QPENSIALT,Alle pensionsindkomster,1980,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/qpensialt,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/QPENSIALT
IND,QPENSNY,"Folke- og førtidspension, delpension samt skattefrie tillæg til førtidspensionister.",1980,2013,https://www.dst.dk/da/Statistik/dokumentation/Times/personindkomst/qpensny,https://dst.dk/da/TilSalg/Forskningsservice/Dokumentation/hoejkvalitetsvariable/Personindkomster/QPENSNY
