rowid,name,value,name_english,value_english
63,kendte_databrud_aendringer,"Navnet på sygehuset kan ændre sig over tid, hvilet fremgår af sygehus-afdelingsklassifikation, hvor det er muligt at se gyldighedsperioden for hvert enkelt sygehus med det pågældende navn. For at identificere navnet på det producerende sygehus, ses der på, hvad sygehusets navn var på kontaktens afslutningsdato, hvilket fremgår af variablen d_uddto i tabellen T_ADM. For uafsluttede kontakter er det den senest gældende version af sygehusnavnet der er aktuel.",known_data_breaks_changes,"The name of the hospital may change over time, which is stated in the hospital ward classification, where it is possible to see the period of validity of each hospital with that name. To identify the name of the producing hospital, see, what the name of the hospital was on the end date of the contact, which is shown by the variable d_uddto in the table T_ADM. For unfinished contacts, it is the latest valid version of the hospital name that is current. "
64,kendte_databrud_aendringer,Obligatorisk indberetning trådte i kraft 1. juli 2002.Fakultativ fra 2010,known_data_breaks_changes,Mandatory reporting came into force on 1 July 2002. Optional from 2010 
65,kendte_databrud_aendringer,Opdatering af kommunekoder i 2007.,known_data_breaks_changes,Update of municipal codes in 2007. 
66,kendte_databrud_aendringer,Opdateringsdato for årene 2000-2004 ligger i tabellen t_opdatdto,known_date_breaks_changes,Update date for the years 2000-2004 is in the table t_updateto 
67,kendte_databrud_aendringer,Optræder kun værdier i perioden 1999-2001.,known_data breaks_changes,Appears only values ​​in the period 1999-2001. 
68,kendte_databrud_aendringer,"Recnum er unik inden for en opdatering af Landspatientregisteret. Det betyder at én kontakt kan få et nyt recnum ved opdatering af registeret, og at konkret recnum ved opdatering af registreret kan blive genbrugt til en anden kontakt",known_data_breaks_changes,"Recnum is unique within an update of the National Patient Register. This means that one contact can get a new recnum when updating the register, and that specific recnum when updating the register can be reused for another contact "
69,kendte_databrud_aendringer,"Recnum er unik inden for en opdatering af Landspatientregisteret. Det betyder at én kontakt kan få et nyt recnum ved opdatering af registeret, og at konkret recnum ved opdatering af registreret kan blive genbrugt til en anden kontakt.",known_data_breaks_changes,"Recnum is unique within an update of the National Patient Register. This means that one contact can get a new recnum when updating the register, and that specific recnum when updating the register can be reused for another contact. "
70,kendte_databrud_aendringer,"Recnummeret i MiniPas genberegnes ved hver opdatering og tildeles vilkårligt til kontakterne. Det betyder, at én kontakt kan få et nyt recnum ved opdatering af registeret, og at et konkret recnummer ved opdatering af registreret kan blive genbrugt til en anden kontakt. Recnummeret er derfor kun unikt inden for en opdatering af MiniPas.",known_data_breaks_changes,"The rec number in MiniPas is recalculated at each update and assigned arbitrarily to the contacts. This means that one contact can get a new recnum when updating the register, and that a specific rec number when updating the register can be reused for another contact The rec number is therefore only unique within a MiniPas update. "
71,kendte_databrud_aendringer,"Registreringen udgår i 2004, således at kontakter med henvisningsdato, D_HENDTO, efter 31. december 2003 ikke må have passiv ventetid registreret.",known_data_breaks_changes,"The registration is deleted in 2004, so that contacts with reference date, D_HENDTO, after 31 December 2003 must not have passive waiting time registered. "
72,kendte_databrud_aendringer,"Registreringskravet trådte i kraft 1. juli 2002, og var obligatorisk til og med 2003; herefter blev registreringen frivillig.Navnet på sygehuset kan ændre sig over tid, hvilket fremgår af sygehus-afdelingsklassifikationen, hvor det er muligt at se gyldighedsperioden for sygehuskoden med det pågældende navn. For at identificere navnet på det pågældende sygehus, ses der på, hvad sygehusets navn var i den periode, hvor behandlingstilbuddet blev afslået, hvilket fremgår af variablen d_tilbdto i samme tabel.",known_date_date_changes,"The registration requirement came into force on 1 July 2002, and was mandatory up to and including 2003; thereafter the registration became voluntary. The name of the hospital may change over time, as shown in the hospital ward classification, where it is possible to see the validity period for the hospital code with the name in question. To identify the name of the hospital in question, look at what the name of the hospital was during the period in which the treatment offer was rejected, as shown by the variable d_tilbdto in the same table. "
73,kendte_databrud_aendringer,"Registreringskravet trådte i kraft 1. juli 2002, og var obligatorisk til og med 2003; herefter er registreringen frivillig.Navnet på afdelingen kan ændre sig over tid, hvilet fremgår af sygehus-afdelingsklassifikation, hvor det er muligt at se gyldighedsperioden for hver enkelt afdeling med det pågældende navn. For at identificere navnet på den pågældende afdeling, ses der på, hvad afdelingens navn var i den periode, hvor behandlingstilbuddet blev afslået, hvilket fremgår af variablen d_tilbdto i samme tabel.",known_data_change_changes,"The registration requirement came into force on 1 July 2002, and was mandatory up to and including 2003; thereafter the registration is voluntary. The name of the ward may change over time, which is stated in the hospital ward classification, where it is possible to see the validity period for each ward with the name in question. To identify the name of the ward in question, look at what the name of the ward was during the period in which the treatment offer was rejected, as shown by the variable d_tilbdto in the same table. "
74,kendte_databrud_aendringer,Værdien V er ikke længere obligatorisk for kontakter afsluttet i 2004,known_data_breaks_changes,The value V is no longer mandatory for contacts completed in 2004 
75,kendte_databrud_aendringer,"Værdierne . og -1 forekommer generelt, hvor der ingen oplysning er om dødsårsagen pga. manglende indberetning (dødsattestens side 2). Undtagelsen er 11.815 tilfælde, hvor konkrete dødsårsager er registeret, men hvor der ingen oplysning er om obduktion, da oplysningen ikke blevet tastet ind manuelt. For perioden fra 2008 til 2010 er værdien -1 anvendt i de tilfælde hvor attesten ikke er indberettet til Sundhedsdatastyrelsen. Fra 2011 og frem er værdien  .  anvendt i de tilfælde, hvor en attest ikke er modtaget. 2007: 10.3302008: 12009: 332010: 10Hvis man fraregner 2007, fordeler værdierne sig procentvist således:Ingen oplysning (’-1’ eller ’.’): 2 %Restlig obduktion (0): 3 %Hospitalsobduktion (1): 4 %Forbud mod obduktion (2): 12 %Ingen obduktion (3): 79 %Det betyder, at variablen generelt er statistisk brugbar – dog med en betydelig usikkerhed i 2007, hvor en del obduktioner må formodes ikke at være registreret i registeret.",known_data_breaks_changes,"The values .  and -1 occur in general where there is no information about the cause of death due to non-reporting (death certificate page 2) The exception is 11,815 cases where specific causes of death are registered, but where there is no information about autopsy, as the information has not been entered manually For the period from 2008 to 2010, the value -1 has been used in cases where the certificate has not been reported to the Danish Health and Medicines Authority. From 2011 onwards, the value  .   Has been used in cases where a certificate has not been received. 2007: 10.3302008: 12009: 332010: 10If you deduct 2007, the values ​​are distributed as a percentage as follows: No information ('-1' or '.'): 2% Remaining autopsy (0): 3% Hospital autopsy (1): 4% Prohibition against autopsy (2): 12% No autopsy (3): 79% This means that the variable is generally statistically useful - however with a significant uncertainty in 2007, where a number of autopsies must be assumed not to be registered in the register. "
76,kendte_databrud_aendringer,Variabel c_proritet er indført fra 1.januar 2011.,known_data_breaks_changes,Variable c_prority has been introduced from 1 January 2011. 
77,kendte_databrud_aendringer,Variabel er indført i registered fra 1. januar 2011.,known_data_breakings_changes,Variable is introduced in registered from 1 January 2011.
78,kendte_databrud_aendringer,"Variablen benytter de aktuelle kommunekoder, som er gældende fra og med 2007. Vær opmærksom på, at disse kommunekoder også benyttes for perioden 2002 – 2006, selvom kommunegrænserne, som koderne angiver, endnu ikke var gældende.Dette muliggør, at der kan udarbejdes tidsserier på tværs af strukturreformen. Dog vil beregninger for denne perioden 2002-06 umiddelbart være rent geografisk og kan ikke direkte knyttes til en konkret kommunal forvaltning.",known_data_breaks_changes,"The variable uses the current municipal codes, which are valid from 2007. Please note that these municipal codes are also used for the period 2002 - 2006, even though the municipal boundaries that the codes indicate were not yet valid. time series can be prepared across the structural reform. However, calculations for this period 2002-06 will be immediately geographical and can not be directly linked to a specific municipal administration. "
79,kendte_databrud_aendringer,"Variablen benytter de aktuelle kommunekoder, som er gældende fra og med 2007. Vær opmærksom på, at disse kommunekoder også benyttes for perioden 2002 – 2006, selvom kommunegrænserne, som koderne angiver, endnu ikke var gældende.Dette muliggør, at der kan udarbejdes tidsserier på tværs af strukturreformen. Dog vil beregninger for denne perioden 2002-06 umiddelbart være rent geografisk og kan ikke direkte knyttes til en konkret kommunal forvaltning.Generelt skønnes det, at det først er fra og med 1997, at nyinkluderede personer kan regnes som incidente. Det betyder, at det først giver mening at danner opgørelser hvor bopælsoplysninger køn indgår fra og med dette år.Se også tilsvarende bemærkninger i beskrivelsen af variablen d_inkldto.",known_data_breaks_changes,"The variable uses the current municipal codes, which are valid from 2007. Please note that these municipal codes are also used for the period 2002 - 2006, even though the municipal boundaries, which the codes indicate, were not yet valid. However, calculations for this period 2002-06 will be immediately geographical and can not be directly linked to a specific municipal administration. In general, it is estimated that it is only from 1997 onwards that newly included persons can is considered an incident. This means that it first makes sense to form inventories where residence information gender is included from this year onwards. See also corresponding remarks in the description of the variable d_inkldto. "
80,kendte_databrud_aendringer,"Variablen benytter de aktuelle regionskoder, som er gældende fra og med 2007. Disse benyttes også for perioden 1990 – 2006, selvom regionerne ikke var gældende endnu.Beregninger for denne periode vil derfor i umiddelbart være rent geografisk og kan ikke direkte knyttes til en konkret regional forvaltning.Generelt skønnes det, at det først er fra og med 1997, at nyinkluderede personer kan regnes som incidente. Det betyder, at det først giver mening at danner opgørelser hvor bopælsoplysninger kun indgår fra og med dette år.Se også tilsvarende bemærkninger i beskrivelsen af variablen d_inkldto.",known_data_breaks_changes,"The variable uses the current region codes, which are valid from and including 2007. These are also used for the period 1990 - 2006, although the regions were not yet valid. Calculations for this period will therefore be immediately geographical and can not directly linked to a specific regional administration. In general, it is estimated that it is only from 1997 onwards that newly included persons can be regarded as incidents. This means that it only makes sense to form statements where residence information is only included from this year onwards. also corresponding remarks in the description of the variable d_inkldto. "
81,kendte_databrud_aendringer,"Variablen benytter de aktuelle regionskoder, som er gældende fra og med 2007. Vær opmærksom på, at disse regionskoder også benyttes for perioden 2002-2006, selvom regionsgrænserne, som koderne angiver, endnu ikke var gældende.Dette muliggør, at der kan udarbejdes tidsserier på tværs af strukturreformen. Dog vil beregninger for perioden 2002-06 umiddelbart være rent geografisk og kan ikke direkte knyttes til en konkret regional forvaltning.",known_data_breaks_changes,"The variable uses the current region codes, which are valid from 2007. Please note that these region codes are also used for the period 2002-2006, even though the region boundaries indicated by the codes were not yet in force. time series can be drawn up across the structural reform, however, calculations for the period 2002-06 will be immediately geographical and cannot be directly linked to a specific regional administration. "
82,kendte_databrud_aendringer,Variablen er indført I registered fra 1. januar 2011.,known_data_breaks_changes,The variable has been introduced in registered from 1 January 2011..
83,kendte_databrud_aendringer,"Variablen rummer data indtil juni 2008. Herefter blev denne del af indberetningen afskaffet, da det blev skønnet, at indberetningen på dette punkt ikke skete konsekvent.Fra 2009 optræder udelukkende værdierne -1 og  . ",known_data_breaks_changes,"The variable contains data until June 2008. Thereafter, this part of the report was abolished, as it was estimated that the report at this point was not consistent. From 2009, only the values ​​-1 and. "
84,kendte_databrud_aendringer,"Variablen rummer værdier for alle personer med dødsdato til og med 2006, dvs. frem til at strukturreformen trådte i kraft. For personer med dødsdato herefter rummer den ingen værdier.Variablen benytter kommunekoder, som er gældende til og med 2006. Dog er der registreringer, i alt 547, med nyere kommunekoder - altså koder som ikke er gyldige for perioden. Denne lille inkonsistens skyldes, at få dødsattester har været forsinkede og først er registreret efter strukturreformen.De 547 registreringer med nyere koder fordeler sig sådan:År Antal2002 962003 99200411420051112006127",known_data_breaks_changes,"The variable contains values ​​for all persons with a date of death up to and including 2006, ie until the structural reform came into force. For persons with a date of death thereafter, it contains no values. The variable uses municipal codes, which are valid until and including 2006. However, there are registrations, a total of 547, with newer municipal codes - ie codes that are not valid for the period.This small inconsistency is due to the fact that few death certificates have been delayed and only registered after the structural reform.The 547 registrations with newer codes are distributed as follows: Year Number2002 962003 99200411420051112006127 "
85,kendte_databrud_aendringer,"Ved kommunalreformen i 2007 skete der væsentlige ændringer i kommuneklassifikationen, da mange koder blev lukket og nye blev åbnet.De gamle kommunekoder kan dog godt optræde i Landspatientregisteret for patientkontakter, der er påbegyndt efter 2007.",known_data_breaks_changes,"During the municipal reform in 2007, there were significant changes in the municipal classification, as many codes were closed and new ones were opened. However, the old municipal codes may well appear in the National Patient Register for patient contacts that have begun after 2007. "
86,kendte_databrud_aendringer,"Ventestatus 25 og 26 forekommer kun på ambulante kontakter, dvs. hvor C_PATTYPE=2 i T_ADM.",known_data_breaks_changes,"Waiting statuses 25 and 26 occur only on outpatient contacts, ie where C_PATTYPE = 2 in T_ADM. "
87,kendte_databrud_aendringer,NA,known_data_breaks_changes,NA 
88,kort_om_registeret,"Det Nationale Diabetesregister (NDR) indeholder data om tilnærmelsesvis alle personer i Danmark med diagnosticeret diabetes. Registeret indeholder for hver enkelt person almene data som fødselsdato, køn, evt. dødsdato og bopælskommune. Dertil kommer oplysninger om dato for inklusion i registeret og inklusionskriterium.Registeret rummer oplysninger fra 1990 og frem. Dog er det først fra og med 1997, at inkluderede individer regnes for incidente. En fuld population af levende og diagnosticerede diabetikere i Danmark,kan altså identificeres fra og med 31. december 1996.Registeret dannes ved at finde indikatorer som er en følge af diabetes. Opfylderman et af i alt 6 forskellige kriterier, som indikerer, at man har diabetes, vil man blive registreret i DetNationale Diabetesregister. Metoden gør det muligt, på landsbasis at identificere tæt på en hel population af diagnosticerede diabetikere, hvilket er internationalt enestående. Til gengæld vil der ikke være tilknyttet så mange medicinske oplysninger til den enkelte diabetiker. Fx er der ikke oplysninger om diabetestypen, da denne ikke med sikkerhed bestemmes for hver enkelt.Bemærk desuden, at det Nationale Diabetesregister alene indeholder information om diabetikere, der med stor sandsynlighed har fået sygdommen konstateret. Da diabetes ofte har et langt forløb inden den konstateres, må der derfor forventes at være et større antal personer, der har diabetes, men endnu ikke har fået konstateret sygdommen (mørketal).",kort_om_registeret,"The National Diabetes Register (NDR) contains data on almost all persons in Denmark with diagnosed diabetes. The register contains for each person general data such as date of birth, gender, possible date of death and municipality of residence. In addition, information on date of inclusion in the register and inclusion criteria. The register contains information from 1990 onwards. However, it is only from 1997 onwards that included individuals are considered incidents. A full population of living and diagnosed diabetics in Denmark can thus be identified as of 31 December 1996. The register is formed by finding indicators that are a consequence of diabetes. If you meet one of a total of 6 different criteria that indicate that you have diabetes, you will be registered in the National Diabetes Register. The method makes it possible, on a national basis, to identify close to a entire population of diagnosed diabetics, which is internationally unique.In return, there will be no affiliate t as much medical information to the individual diabetic. For example, there is no information about the type of diabetes, as this is not determined with certainty for each individual. Also note that the National Diabetes Register only contains information about diabetics who have most likely been diagnosed with the disease. As diabetes often has a long course before it is diagnosed, it must therefore be expected that there will be a larger number of people who have diabetes but have not yet been diagnosed with the disease (dark numbers). "
89,kort_om_registeret,"DRG-grupperet LPR er patientoplysninger grupperet/værdisat efter DRG/DAGS-systemet. Dette register indeholder kun somatiske patientkontakter. Psykiatriske patientkontakter findes i DRG-grupperet LPR Psykiatri (DRG_PSYK). Patientoplysningerne der anvendes i DRG-systemet hentes fra Landspatientregistret (LPR) og Register over Danske patienter behandlet på Udenlandske Sygehuse og Aktivitet i Speciallægepraksis (DUSAS).Gruppering af indlagte patienter sker efter DRG-systemet (Diagnose Relaterede Grupper), og de ambulante patienter grupperes efter Dansk Ambulant Grupperings System (DAGS-systemet). I daglig tale anvendes DRG imidlertid om både den ambulante og den stationære gruppering.Til hver DRG og DAGS-gruppe er tilknyttet en takst, som er beregnet på baggrund af omkostningsdatabasen. Data offentliggøres på lukket eSundhed under Grunddata og er internt tilgængelige for forespørgsler på DB2 datavarehus. Data anvendes endvidere som udgangspunkt for Mellemregional Afregning, Kommunal Medfinansiering og Statslig Aktivitetspulje (meraktivitet).",kort_om_registeret,"DRG-grouped LPR is patient information grouped / valued according to the DRG / DAGS system. This register only contains somatic patient contacts. Psychiatric patient contacts are found in DRG-grouped LPR Psychiatry (DRG_PSYK). The patient information used in the DRG system is retrieved from The National Patient Register (LPR) and the Register of Danish Patients Treated at Foreign Hospitals and Activity in Specialist Practice (DUSAS). In everyday speech, however, DRG is used for both the outpatient and inpatient grouping. Each DRG and DAGS group is associated with a tariff, which is calculated on the basis of the cost database. Data is published on closed eHealth under Basic Data and is internally available for inquiries. Data is also used as a starting point for Interregional Afr suitability, Municipal Co-financing and State Activity Pool (additional activity). "
90,kort_om_registeret,"Landspatientregisteret er oprettet i 1976 og er et nationalt register over aktiviteten ved de danske sygehuse. Registeret indeholder en beskrivelse over hvilke sygdomme, som patienterne har haft ved kontakten til sygehuse, og hvordan disse sygdomme er blevet behandlet. Hertil kommer en række oplysninger om patienternes bopæl, køn, alder, indlæggelses- og udskrivningstidspunkt mv.Registeret omfatter alle patienter på offentlige og private somatiske og psykiatriske sygehuse. Aktiviteten ved de private sygehuse er formelt set en del af Landspatientregisteret, men da de private sygehuse indberetter til den selvstændige databaseenhed MiniPas, er denne del af Landspatientregisteret dokumenteret som et særskilt register MiniPas - LPR.",kort_om_registeret,"The National Patient Register was established in 1976 and is a national register of the activity at the Danish hospitals. The register contains a description of which diseases the patients have had at the contact to hospitals and how these diseases have been treated. The register includes all patients at public and private somatic and psychiatric hospitals. The activity at the private hospitals is formally part of the National Patient Register, but as the private hospitals report to it. independent database unit MiniPas, this part of the National Patient Register is documented as a separate register MiniPas - LPR. "
91,kort_om_registeret,"Landsregisteret for Patologi (LRP) indeholder oplysninger om undersøgelsesprocedurer og diagnoser vedrørende patologisk-anatomiske undersøgelser for personer som er blevet behandlet i det danske sundhedsvæsen. Dette inkluderer både sygehusvæsenet og primærsektor. Prøver fra sygehusvæsenet og primærsektor bliver sendt til patologiske institutter eller private patologer, som foretager undersøgelser, registrerer oplysninger i regionernes landsdækkende Patobanken og sender resultatet af undersøgelser tilbage til rekvirenten (dvs. sygehus hhv. primær sektor). Landsregisteret for Patologi opdateres dagligt med data fra den landsdækkende Patobank. Patobanken drives af Danske Regioner hvor Landsregisteret for Patologi drives af Sundhedsdatastyrelsen.Registeret rummer data fra 1970 og frem, men er først landsdækkende fra 1997.",kort_om_registeret,"The National Register of Pathology (LRP) contains information on examination procedures and diagnoses regarding pathological-anatomical examinations for persons who have been treated in the Danish health service. This includes both the hospital system and the primary sector. Samples from the hospital system and primary sector are sent to pathological institutes or private pathologists who carry out examinations, register information in the regions' nationwide Patobanken and send the results of examinations back to the requester (ie hospital or primary sector) The National Register of Pathology is updated daily with data from the nationwide Patobank. The National Register for Pathology is operated by the Danish Health and Medicines Authority. The register contains data from 1970 onwards, but is only nationwide from 1997. "
92,kort_om_registeret,"MiniPas er oprettet i 2002 og er et nationalt register over aktiviteten ved danske private sygehuse og klinikker (og få offentlige institutioner). Registeret indeholder en beskrivelse over hvilke sygdomme, som patienterne har haft ved kontakten til sygehuse, og hvordan disse sygdomme er blevet behandlet. Hertil kommer en række oplysninger om patienternes bopæl, køn, alder, indlæggelses- og udskrivningstidspunkt mv. MiniPas er formelt en del af Landspatientregisteret (LPR), men da de private sygehuse indberetter til den selvstændige databaseenhed MiniPas, er denne del af Landspatientregisteret dokumenteret som et særskilt register. Der er - med få undtagelser - overensstemmelse mellem dataindhold og struktur i MiniPas og i Landspatientregisteret.De private sygehuse og klinikker skal indberette al den aktivitet, der ikke er omfattet af overenskomster på praksisområdet, til Sundhedsdatastyrelsen.",kort_om_registeret,"MiniPas was established in 2002 and is a national register of activity at Danish private hospitals and clinics (and few public institutions). The register contains a description of which diseases the patients have had when contacting hospitals and how these In addition, there is a number of information about the patients' place of residence, gender, age, time of admission and discharge, etc. MiniPas is formally part of the National Patient Register (LPR), but as the private hospitals report to the independent database unit MiniPas, this part is by the National Patient Register documented as a separate register. There is - with few exceptions - agreement between data content and structure in MiniPas and in the National Patient Register. The private hospitals and clinics must report all activity not covered by agreements in the practice area to the National Board of Health. "
93,kort_om_registeret,"Når en person dør i Danmark, foretager en læge ligsyn. Lægen udfylder en dødsattest, som kort fortalt ender hos Sundhedsdatastyrelsen. Dødsattesten rummer en række oplysninger i forbindelse med dødsfaldet. Det er disse oplysninger, der danner basisfor dødsårsagsregisteret.Dødsårsagerne er de centrale data i registeret, men det indeholder også andre oplysninger, fx dødsdato, dødssted, oplysninger om evt. obduktion, køn, alder på dødstidspunktet og bopælskommune.Registret rummer data fra 1970 og frem.",kort_om_registeret,"When a person dies in Denmark, a doctor conducts an autopsy. The doctor fills in a death certificate, which in short ends with the National Board of Health. The death certificate contains a number of information in connection with the death. It is this information that forms the basis for the cause of death register. are the central data in the register, but it also contains other information, eg date of death, place of death, information about any autopsy, gender, age at the time of death and municipality of residence. The register contains data from 1970 onwards. "
94,tabelenhed,En række i tabellen angiver snomedkoder i en rekvisition.,table unit,A row in the table indicates snome codes in a requisition. 
95,tabelenhed,"En række i tabellen er en ambulant kontakt med det danske sygehusvæsen, der af en eller anden årsag er mangelfuld og derfor karakteriseret som fejlindberettet.",table unit,"A number in the table is an outpatient contact with the Danish hospital system, which for one reason or another is deficient and therefore characterized as incorrectly reported. "
96,tabelenhed,En række i tabellen er en ambulant kontakt med sygehusvæsnet.,table unit,A row in the table is an outpatient contact with the hospital service. 
97,tabelenhed,En række i tabellen er en kontakt med sygehusvæsnet.,table unit,A row in the table is a contact with the hospital system. 
98,tabelenhed,"En række i tabellen er en stationær kontakt med det danske sygehusvæsen, der er afsluttet i den angivne år og som af en eller anden årsag er mangelfuld og derfor karakteriseret som fejlindberettet.",table unit,"A number in the table is a stationary contact with the Danish hospital system, which has been completed in the specified year and which for one reason or another is deficient and therefore characterized as incorrectly reported. "
99,tabelenhed,"En række i tabellen er en stationær kontakt med det danske sygehusvæsen, der er afsluttet i det i navnet angivne år.",table unit,"A number in the table is a stationary contact with the Danish hospital system, which has been completed in the year specified in the name. "
100,tabelenhed,En række i tabellen indeholder oplysninger om en aflyst procedure.,table unit,A row in the table contains information about a canceled procedure. 
101,tabelenhed,En række i tabellen indeholder oplysninger om en diagnose eller en tillægskode til en diagnose.,table unit,A row in the table contains information about a diagnosis or an additional code for a diagnosis. 
102,tabelenhed,En række i tabellen indeholder oplysninger om en fødsel.,table unit,A row in the table contains information about a birth. 
103,tabelenhed,En række i tabellen indeholder oplysninger om en operation.,table unit,A row in the table contains information about an operation. 
104,tabelenhed,En række i tabellen indeholder oplysninger om en patientkontakt.,table unit,A row in the table contains information about a patient contact. 
105,tabelenhed,En række i tabellen indeholder oplysninger om en psykiatrisk patientkontakt.,table unit,A row in the table contains information about a psychiatric patient contact. 
106,tabelenhed,En række i tabellen indeholder oplysninger om en sygehuskontakt,table unit,A row in the table contains information about a hospital contact 
107,tabelenhed,En række i tabellen indeholder oplysninger om en sygehuskontakt for en fritvalgspatient.,table unit,A number in the table contains information about a hospital contact for a free-choice patient. 
108,tabelenhed,En række i tabellen indeholder oplysninger om en sygehuskontakt.,table unit,A row in the table contains information about a hospital contact. 
109,tabelenhed,En række i tabellen indeholder oplysninger om en ulykke.,table unit,A row in the table contains information about an accident. 
110,tabelenhed,En række i tabellen indeholder oplysninger om en ulykkeshændelse,table unit,A row in the table contains information about an accident event 
111,tabelenhed,En række i tabellen indeholder oplysninger om en undersøgelse eller en ikke-kirurgisk behandling.,table unit,A row in the table contains information about an examination or a non-surgical treatment. 
112,tabelenhed,En række i tabellen indeholder oplysninger om en venteperiode.,table unit,A row in the table contains information about a waiting period. 
113,tabelenhed,En række i tabellen indeholder oplysninger om et ambulant besøg ved psykiatrisk afdeling.,table unit,A number in the table contains information about an outpatient visit to a psychiatric ward. 
114,tabelenhed,En række i tabellen indeholder oplysninger om et ambulant besøg.,table unit,A row in the table contains information about an outpatient visit. 
115,tabelenhed,En række i tabellen indeholder oplysninger om optageområde.,table unit,A row in the table contains information about the recording area. 
116,tabelenhed,En række i tabellen indeholder oplysninger om passiv ventetid eller afslået tilbud om behandling på anden sygehusafdeling.,table unit,A number in the table contains information about passive waiting time or rejected offer of treatment at another hospital ward. 
117,tabelenhed,"En række i tabellen indeholder oplysninger om sygehus og afdeling, som en patient eventuelt afsluttes til",table unit,A row in the table contains information about the hospital and ward to which a patient may be admitted 
118,tabelenhed,"En række i tabellen udtrykker, at en person er inkluderet i registeret. En person kan ikke optræde i flere rækker i tabellen.",table unit,A row in the table expresses that a person is included in the register. A person can not appear in several rows in the table. 
119,tabelenhed,"En række i tabellen udtrykker, at en person i registeret har adresse i en dansk kommune (ekskl. Grønland). En person kan optræde i flere rækker i tabellen. Dette vil udtrykke, at personen over tid har boet i flere forskellige kommuner.",table unit,A row in the table expresses that a person in the register has an address in a Danish municipality (excluding Greenland). A person may appear in several rows in the table. This will express that the person has lived in several different municipalities. 
120,tabelenhed,En række indeholder unikke oplysninger om et dødsfald. Der kan ikke være oplysninger om samme dødsfald i flere rækker.,table unit,A series contains unique information about a death. There can be no information about the same death in several rows. 
121,tabelenhed,En rekvisition.,table unit,A requisition. 
122,tabelenhed,Konklusion på undersøgelsen,table unit,Conclusion of the study 
123,tabelenhed,Makroskopisk beskrivelse af rekvisition.,table unit,Macroscopic description of requisition. 
124,tabelenhed,Materiale.,table unit,Material. 
125,tabelenhed,Mikroskopisk beskrivelse af rekvisition,table unit,Microscopic description of requisition 
126,tabelenhed,Procedure,table unit,Procedure 
127,tabelenhed,TabelenhedEn række indeholder unikke oplysninger om et dødsfald. Der kan ikke være oplysninger om samme dødsfald i flere rækker.,Table Unit,Table Unit A series contains unique information about a death. There can be no information about the same death in several rows. 
128,tabelenhed,NA,table unit,NA 
129,tabellens_indhold,Indeholder de forskellige anvendte procedurer.,table_content,Contains the various procedures used. 
130,tabellens_indhold,"Indeholder patologi rekvisitioner (hovedrecord, CPR, datoer, undersøgelsesafdeling, rekvirant, …)",Table_Contents,"Contains pathology requisitions (master record, CPR, dates, examination department, requester,…) "
131,tabellens_indhold,Konklusion på undersøgelsen,table_content,Conclusion of the study 
132,tabellens_indhold,Makroskopisk undersøgelse,Table_Contents,Macroscopic Examination 
133,tabellens_indhold,Mikroskopisk undersøgelse,Table_Contents,Microscopic Examination 
134,tabellens_indhold,"Oplysninger om materialer : antal, typer …",table_contents,"Material information: number, types… "
135,tabellens_indhold,"Pseudo-tabel med alle variable tilgængelige blandt grunddata på lukket eSundhed.Pseudotabellen er oprettet for at kunne beskrive variable med de navne de optræder med på lukket eSundhed, variabelnavnene kan divergere fra navne i DB2.",table_content,"Pseudo-table with all variables available among basic data on closed eHealth. The pseudo-table is created to be able to describe variables with the names they appear with on closed eHealth, the variable names can diverge from names in DB2. "
136,tabellens_indhold,"Tabellen er det centrale omdrejningspunkt i stjerneskemaet for Landspatientregisteret og indeholder en række for hver kontakt i registeret. Oplysningerne i tabellen omfatter først og fremmest centrale administrative variable, som f.eks. patientens cpr-nummer, stamsygehus og -afdeling og kontaktens start- og sluttidspunkt. Herudover indeholder tabellen beregnede variable som køn, alder og sengedage. Endelig er enkelte oplysninger fra satellit-tabellerne duplikeret ind i t_adm tabellen. Det er sket af praktiske hensyn for at hjælpe brugeren, hvor der er tale om oplysninger der ofte anvendes. Eksempelvis ligger aktionsdiagnosen tilgængelig i t_adm mens den også findes i tabellen t_diag.",table_content,"The table is the central focal point in the star chart for the National Patient Register and contains a number for each contact in the register. The information in the table primarily includes key administrative variables, such as the patient's social security number, general hospital and ward and The start and end time of the contact. In addition, the table contains calculated variables such as gender, age and bed days. Finally, some information from the satellite tables is duplicated into the t_adm table. This has been done for practical reasons to help the user where information is involved. often used. For example, the action diagnosis is available in t_adm while it is also found in the table t_diag. "
